AgencyName,Murder,Rape,Robbery,Assault,Burglary,Larceny,Auto Theft,Total,Population,Year,County
COLLINGSWORTH CO SO,0,0,0,0,0,0,0,0,2896,2020,Collingsworth County
WEIMAR PD,0,0,0,3,0,11,6,20,2235,2020,Colorado County
COLORADO CO SO,2,1,3,5,40,71,19,141,11815,2020,Colorado County
EAGLE LAKE PD (NR),0,0,1,8,51,27,9,96,3793,2020,Colorado County
COLUMBUS PD,1,0,5,6,5,47,5,69,3646,2020,Colorado County
NEW BRAUNFELS PD,6,12,25,179,206,867,158,1453,94751,2020,Comal County
COMAL CO SO,1,34,8,95,172,367,70,747,72004,2020,Comal County
GARDEN RIDGE PD,1,0,0,4,2,10,2,19,4235,2020,Comal County
BULVERDE PD,0,1,1,4,6,76,6,94,5370,2020,Comal County
DE LEON PD,0,2,0,2,8,15,3,30,2193,2020,Comanche County
COMANCHE CO SO,4,0,0,6,17,35,3,65,7178,2020,Comanche County
COMANCHE PD,0,2,1,5,20,84,6,118,4183,2020,Comanche County
CONCHO CO SO,0,0,0,1,2,5,1,9,2617,2020,Concho County
OAK RIDGE PD (NR),0,0,0,0,2,0,0,2,256,2020,Cooke County
COOKE CO SO,3,5,0,17,44,55,25,149,23340,2020,Cooke County
GAINESVILLE PD,1,20,12,50,85,421,45,634,16986,2020,Cooke County
CORYELL CO SO,0,1,2,18,39,62,10,132,30687,2020,Coryell County
GATESVILLE PD,1,6,1,16,30,91,13,158,12394,2020,Coryell County
COPPERAS COVE PD,4,1,12,127,113,553,46,856,33333,2020,Coryell County
CRANE PD,0,1,0,1,4,8,3,17,3722,2020,Crane County
CRANE CO SO,0,1,0,2,1,7,2,13,1108,2020,Crane County
CROCKETT CO SO,1,0,0,2,7,2,2,14,3427,2020,Crockett County
CROSBY CO SO,0,0,0,4,14,8,5,31,1157,2020,Crosby County
RALLS PD (NR),0,0,0,0,0,1,0,1,1793,2020,Crosby County
CROSBYTON PD (NR),0,0,0,1,1,10,0,12,1599,2020,Crosby County
CULBERSON CO SO (NR),0,0,0,0,0,0,0,0,2140,2020,Culberson County
DALHART PD,1,4,1,17,39,100,9,171,8349,2020,Dallam County
DALLAM CO SO,0,0,0,3,4,3,6,16,1577,2020,Dallam County
CEDAR HILL PD,3,12,13,42,79,743,102,994,48352,2020,Dallas County
UNIVERSITY PARK PD,0,1,1,2,46,161,32,243,25253,2020,Dallas County
DESOTO PD,2,25,45,124,225,765,200,1386,53515,2020,Dallas County
COPPELL PD,0,6,5,19,66,544,31,671,41807,2020,Dallas County
UNIV OF TX: SW MED SCHOOL PD,0,1,1,0,6,147,17,172,0,2020,Dallas County
SOUTHERN METHODIST UNIV PD,0,3,1,2,13,92,4,115,0,2020,Dallas County
IRVING PD,9,116,212,410,669,4568,923,6907,242976,2020,Dallas County
BALCH SPRINGS PD,0,7,36,131,87,476,202,939,25189,2020,Dallas County
WILMER PD,0,0,6,6,25,73,15,125,4919,2020,Dallas County
CARROLLTON PD,4,23,36,103,344,1230,221,1961,141745,2020,Dallas County
DALLAS CO SO,0,19,4,21,43,134,36,257,0,2020,Dallas County
DUNCANVILLE PD,1,14,80,54,117,570,221,1057,38847,2020,Dallas County
LANCASTER PD,1,20,53,134,118,668,164,1158,39587,2020,Dallas County
DUNCANVILLE ISD PD,0,0,1,0,1,14,0,16,0,2020,Dallas County
BAYLOR HEALTH CARE SYSTEM PD,0,2,2,7,4,280,14,309,0,2020,Dallas County
FARMERS BRANCH PD,0,17,15,46,148,679,189,1094,51078,2020,Dallas County
HUTCHINS PD,0,1,14,22,93,167,63,360,5941,2020,Dallas County
GLENN HEIGHTS PD,0,4,7,22,37,138,18,226,13662,2020,Dallas County
COCKRELL HILL PD,0,0,0,1,5,48,14,68,4158,2020,Dallas County
DALLAS CO COMM COLL PD,0,1,0,0,3,17,1,22,0,2020,Dallas County
SEAGOVILLE PD,0,5,7,15,45,222,109,403,17120,2020,Dallas County
HIGHLAND PARK PD,0,1,3,0,41,143,15,203,9160,2020,Dallas County
DALLAS CO. HOSP DIST PD (NR),0,0,1,7,4,121,6,139,0,2020,Dallas County
MESQUITE PD,11,71,149,397,735,3410,855,5628,141325,2020,Dallas County
DALLAS PD,249,642,3464,7906,9337,27044,10565,59207,1363028,2020,Dallas County
OVILLA PD,0,0,0,1,1,11,0,13,4247,2020,Dallas County
ROWLETT PD,0,21,14,76,143,822,99,1175,68810,2020,Dallas County
UNIV OF TX: DALLAS PD,0,0,0,0,4,52,9,65,0,2020,Dallas County
GRAND PRAIRIE PD,12,52,76,344,352,2850,610,4296,196990,2020,Dallas County
RICHARDSON PD,6,21,51,78,374,1749,303,2582,124190,2020,Dallas County
GARLAND PD,5,82,284,334,928,4098,1078,6809,241845,2020,Dallas County
SACHSE PD,0,10,3,4,23,132,11,183,26799,2020,Dallas County
LANCASTER ISD PD,0,0,0,0,3,1,0,4,0,2020,Dallas County
ADDISON PD,0,9,20,43,117,694,216,1099,16778,2020,Dallas County
DAWSON CO SO,0,0,0,5,24,34,4,67,3332,2020,Dawson County
LAMESA PD,0,13,2,41,92,242,33,423,9119,2020,Dawson County
DEAF SMITH CO SO,0,0,0,3,22,25,8,58,3850,2020,Deaf Smith County
HEREFORD PD,0,0,11,106,57,187,36,397,14534,2020,Deaf Smith County
DELTA CO SO,0,1,0,1,9,3,1,15,5324,2020,Delta County
DENTON CO SO,0,30,3,48,61,329,65,536,146209,2020,Denton County
TROPHY CLUB PD,0,0,0,0,9,36,7,52,13053,2020,Denton County
NORTHLAKE PD,0,1,2,2,6,51,5,67,3582,2020,Denton County
AUBREY PD,2,1,0,2,25,14,5,49,5274,2020,Denton County
LEWISVILLE PD,3,77,73,174,275,1430,246,2278,110800,2020,Denton County
UNIV OF NORTH TEXAS PD,0,5,0,1,8,107,5,126,0,2020,Denton County
HICKORY CREEK PD,1,0,1,2,6,54,10,74,4979,2020,Denton County
CORINTH PD,0,1,4,8,37,165,23,238,22367,2020,Denton County
PONDER PD,0,2,0,0,1,12,1,16,2521,2020,Denton County
FLOWER MOUND PD,1,17,8,22,60,464,29,601,80907,2020,Denton County
ARGYLE PD,0,0,0,1,5,18,0,24,4527,2020,Denton County
ROANOKE PD,0,5,1,5,12,127,10,160,9862,2020,Denton County
LAKE DALLAS PD,0,2,3,10,18,69,11,113,8174,2020,Denton County
LITTLE ELM PD,2,31,5,50,27,166,28,309,57482,2020,Denton County
PILOT POINT PD,0,1,1,4,3,3,3,15,4582,2020,Denton County
BARTONVILLE PD,0,0,0,0,1,10,3,14,1810,2020,Denton County
THE COLONY PD,0,67,16,60,71,680,76,970,45419,2020,Denton County
AUBREY ISD PD,0,0,0,0,2,1,0,3,0,2020,Denton County
DOUBLE OAK PD,0,1,0,0,0,6,0,7,3089,2020,Denton County
KRUGERVILLE PD,0,1,0,0,2,76,6,85,3485,2020,Denton County
DENTON CO WATER DISTRICT PD,0,4,2,6,16,67,4,99,0,2020,Denton County
TEXAS WOMAN'S UNIV PD,0,0,0,0,3,14,1,18,0,2020,Denton County
HIGHLAND VILLAGE PD,0,5,2,2,8,69,3,89,16848,2020,Denton County
DENTON PD,5,133,55,212,358,2469,366,3598,144569,2020,Denton County
SANGER PD,0,1,0,7,16,76,19,119,8953,2020,Denton County
DEWITT CO SO,0,4,1,18,37,61,10,131,7704,2020,DeWitt County
CUERO PD,0,7,1,38,36,113,20,215,8237,2020,DeWitt County
DICKENS CO SO (NR),0,0,0,0,1,0,0,1,993,2020,Dickens County
SPUR PD (NR),0,0,0,0,3,0,1,4,1186,2020,Dickens County
DIMMIT CO SO,0,4,0,5,36,72,6,123,10101,2020,Dimmit County
DONLEY CO SO,0,1,0,3,10,10,3,27,3220,2020,Donley County
DUVAL CO SO,0,2,0,16,10,55,34,117,5087,2020,Duval County
FREER PD,0,1,0,7,12,28,7,55,2651,2020,Duval County
SAN DIEGO PD,0,0,0,5,0,0,0,5,4196,2020,Duval County
CISCO PD,0,4,3,10,34,32,10,93,3774,2020,Eastland County
CISCO COLLEGE PD,0,0,0,0,1,1,1,3,0,2020,Eastland County
EASTLAND CO SO,1,4,0,1,14,18,8,46,6343,2020,Eastland County
RANGER PD,0,3,0,6,11,9,5,34,2469,2020,Eastland County
GORMAN PD (NR),0,0,0,1,1,0,0,2,1030,2020,Eastland County
EASTLAND PD,0,2,0,2,16,42,9,71,3836,2020,Eastland County
ECTOR CO SO,6,2,56,85,279,1177,418,2023,45209,2020,Ector County
ODESSA PD,13,107,106,794,587,2124,468,4199,126288,2020,Ector County
ECTOR CO ISD PD,0,1,0,28,5,6,3,43,0,2020,Ector County
UNIV OF TX: PERMIAN BASIN PD,0,1,0,1,1,16,0,19,0,2020,Ector County
EDWARDS CO SO,0,0,0,0,0,0,0,0,1918,2020,Edwards County
WAXAHACHIE PD,0,20,15,36,83,539,79,772,39039,2020,Ellis County
MAYPEARL PD,0,0,0,0,0,3,0,3,1045,2020,Ellis County
PALMER PD,0,0,2,0,3,19,1,25,2136,2020,Ellis County
FERRIS PD,0,1,4,2,5,30,10,52,3042,2020,Ellis County
ENNIS PD,3,9,7,21,48,301,35,424,20557,2020,Ellis County
MIDLOTHIAN PD,0,5,7,20,30,265,13,340,34962,2020,Ellis County
RED OAK PD,0,1,7,13,62,167,20,270,13801,2020,Ellis County
ITALY PD,0,0,0,7,5,23,3,38,1928,2020,Ellis County
MILFORD PD,0,1,0,3,1,1,1,7,749,2020,Ellis County
ELLIS CO SO,0,22,9,65,114,237,47,494,63331,2020,Ellis County
ANTHONY PD,0,1,0,3,6,54,8,72,5389,2020,El Paso County
SOCORRO PD,0,4,5,39,22,174,21,265,34626,2020,El Paso County
HORIZON CITY PD,0,0,2,14,13,83,12,124,19973,2020,El Paso County
EL PASO PD,32,292,294,1606,870,7478,525,11097,685288,2020,El Paso County
EL PASO ISD PD,0,2,2,4,16,74,0,98,0,2020,El Paso County
EL PASO CO SO,5,49,22,275,114,416,64,945,84959,2020,El Paso County
SOCORRO ISD PD,0,0,1,1,0,8,0,10,0,2020,El Paso County
CLINT PD,0,0,0,0,0,9,1,10,1137,2020,El Paso County
SAN ELIZARIO MARSHAL'S OFFICE,0,1,0,11,9,13,3,37,9070,2020,El Paso County
UNIV OF TX: EL PASO PD,0,0,0,1,6,24,2,33,0,2020,El Paso County
EL PASO COMM COLLEGE PD,0,0,0,0,0,10,0,10,0,2020,El Paso County
DUBLIN PD,0,3,0,2,11,4,1,21,3546,2020,Erath County
STEPHENVILLE PD,0,15,1,19,50,251,27,363,21777,2020,Erath County
ERATH CO SO,0,7,1,21,24,36,2,91,17795,2020,Erath County
TARLETON STATE UNIV PD,0,6,0,0,5,31,1,43,0,2020,Erath County
FALLS CO SO,0,2,1,4,9,9,1,26,9551,2020,Falls County
MARLIN PD,0,0,4,34,31,33,10,112,5539,2020,Falls County
HONEY GROVE PD,0,1,0,0,6,15,1,23,1745,2020,Fannin County
FANNIN CO SO,0,9,2,40,38,105,16,210,19780,2020,Fannin County
BONHAM PD,0,5,2,9,12,80,8,116,10416,2020,Fannin County
SAVOY PD,0,0,0,1,1,0,0,2,876,2020,Fannin County
LA GRANGE PD,0,4,0,11,7,78,10,110,4680,2020,Fayette County
FAYETTE CO SO,0,12,1,10,48,40,19,130,16312,2020,Fayette County
FLATONIA PD,0,0,0,1,4,9,4,18,1436,2020,Fayette County
SCHULENBURG PD,0,0,1,14,4,38,4,61,2920,2020,Fayette County
FISHER CO SO,0,0,0,11,3,4,2,20,3803,2020,Fisher County
FLOYDADA PD,0,0,1,9,13,15,3,41,2641,2020,Floyd County
FLOYD CO SO,0,1,0,2,8,23,2,36,2981,2020,Floyd County
FOARD CO SO,0,0,0,0,0,0,0,0,329,2020,Foard County
RICHMOND PD,0,7,14,29,28,144,25,247,12630,2020,Fort Bend County
FULSHEAR PD,0,0,0,3,6,46,5,60,14094,2020,Fort Bend County
STAFFORD PD,1,11,19,30,52,463,73,649,17423,2020,Fort Bend County
SUGAR LAND PD,4,10,20,37,111,1080,89,1351,119671,2020,Fort Bend County
NEEDVILLE PD,0,0,0,2,0,4,0,6,3121,2020,Fort Bend County
MEADOWS PLACE PD,0,0,4,2,10,128,1,145,4587,2020,Fort Bend County
ARCOLA PD,0,0,2,1,9,27,5,44,2811,2020,Fort Bend County
FORT BEND CO SO,11,151,115,726,675,3667,365,5710,507976,2020,Fort Bend County
MISSOURI CITY PD,2,15,41,72,88,550,54,822,76476,2020,Fort Bend County
ROSENBERG PD,4,32,26,98,145,418,65,788,39162,2020,Fort Bend County
FORT BEND ISD PD,0,0,4,39,8,79,2,132,0,2020,Fort Bend County
FRANKLIN CO SO,0,4,1,14,19,25,5,68,10007,2020,Franklin County
TEAGUE PD,0,0,1,8,31,34,9,83,3511,2020,Freestone County
WORTHAM PD,0,0,0,1,30,7,1,39,988,2020,Freestone County
FREESTONE CO SO,0,1,0,22,30,40,12,105,12257,2020,Freestone County
FAIRFIELD PD,0,0,1,7,8,31,9,56,2885,2020,Freestone County
PEARSALL PD,0,3,2,17,124,35,11,192,10783,2020,Frio County
DILLEY PD,1,0,0,2,42,27,3,75,4559,2020,Frio County
FRIO CO SO,0,0,0,10,23,33,7,73,5264,2020,Frio County
GAINES CO SO,0,0,0,9,22,45,24,100,10925,2020,Gaines County
SEAGRAVES PD (NR),0,0,0,4,7,5,2,18,2999,2020,Gaines County
SEMINOLE PD,0,1,1,16,19,51,11,99,7978,2020,Gaines County
COLLEGE OF THE MAINLAND PD (NR),0,0,0,0,0,0,0,0,0,2020,Galveston County
LA MARQUE PD,4,12,24,81,116,620,76,933,17656,2020,Galveston County
KEMAH PD,0,3,0,5,11,76,6,101,2046,2020,Galveston County
UNIV OF TX: MEDICAL BRANCH PD,0,1,0,4,7,70,1,83,0,2020,Galveston County
GALVESTON CO SO,5,37,11,93,136,422,115,819,42513,2020,Galveston County
GALVESTON PD,6,84,65,177,212,1220,252,2016,50751,2020,Galveston County
SANTA FE ISD PD,0,0,1,6,0,8,0,15,0,2020,Galveston County
GALVESTON ISD PD,0,0,0,5,2,7,0,14,0,2020,Galveston County
HITCHCOCK PD,0,2,2,14,38,53,12,121,8023,2020,Galveston County
BAYOU VISTA PD (NR),0,0,0,1,3,14,2,20,1644,2020,Galveston County
DICKINSON PD,1,15,13,49,118,246,48,490,21364,2020,Galveston County
FRIENDSWOOD PD,0,6,4,26,41,171,25,273,40795,2020,Galveston County
TX A&M UNIV: GALVESTON PD (NR),0,0,0,0,1,5,0,6,0,2020,Galveston County
LEAGUE CITY PD,1,40,25,65,169,1203,125,1628,110518,2020,Galveston County
SANTA FE PD,0,22,4,8,41,107,24,206,13577,2020,Galveston County
JAMAICA BEACH PD,0,0,0,4,5,1,2,12,1089,2020,Galveston County
TEXAS CITY PD,11,36,29,103,188,1045,167,1579,50660,2020,Galveston County
GARZA CO SO,0,10,0,12,9,7,2,40,6184,2020,Garza County
FREDERICKSBURG PD,0,1,0,7,23,82,7,120,11604,2020,Gillespie County
GILLESPIE CO SO,0,3,1,5,8,21,2,40,15537,2020,Gillespie County
GLASSCOCK CO SO,0,0,0,3,6,9,5,23,1425,2020,Glasscock County
GOLIAD CO SO,0,1,1,20,31,42,9,104,7683,2020,Goliad County
GONZALES CO SO,0,8,0,16,26,62,11,123,9624,2020,Gonzales County
GONZALES ISD PD,0,0,0,0,0,0,0,0,0,2020,Gonzales County
GONZALES PD,1,6,4,78,7,56,10,162,7568,2020,Gonzales County
NIXON PD (NR),0,0,0,8,9,5,2,24,2560,2020,Gonzales County
PAMPA PD,0,15,3,60,98,387,29,592,16975,2020,Gray County
GRAY CO SO,0,0,1,7,11,26,10,55,4775,2020,Gray County
HOWE PD,0,1,0,3,0,5,0,9,3442,2020,Grayson County
SHERMAN PD,6,35,24,133,224,773,105,1300,44611,2020,Grayson County
GUNTER PD,0,0,0,0,0,4,1,5,1696,2020,Grayson County
DENISON PD,1,24,9,80,124,276,85,599,25858,2020,Grayson County
VAN ALSTYNE PD,0,0,1,12,1,26,1,41,4557,2020,Grayson County
COLLINSVILLE PD,0,1,0,1,1,0,0,3,2000,2020,Grayson County
AUSTIN COLLEGE PD,0,0,0,0,2,9,0,11,0,2020,Grayson County
AUSTIN COLLEGE PD,0,0,0,0,2,9,0,11,0,2020,Grayson County
POTTSBORO PD,0,0,0,0,2,4,1,7,2528,2020,Grayson County
BELLS PD,0,1,0,0,4,8,1,14,1528,2020,Grayson County
WHITESBORO PD,0,0,1,8,2,19,3,33,4158,2020,Grayson County
WHITEWRIGHT PD,0,0,1,1,8,7,4,21,1734,2020,Grayson County
GRAYSON CO SO,2,13,4,24,80,202,52,377,42121,2020,Grayson County
TIOGA PD,0,1,0,0,0,0,0,1,1081,2020,Grayson County
KILGORE COLLEGE PD,0,0,0,0,2,5,0,7,0,2020,Gregg County
LAKEPORT PD,0,0,0,0,0,1,2,3,998,2020,Gregg County
GLADEWATER PD,0,2,1,16,36,111,21,187,6333,2020,Gregg County
WHITE OAK PD,0,2,2,7,13,64,6,94,6303,2020,Gregg County
KILGORE PD,1,7,8,38,38,241,38,371,15016,2020,Gregg County
GREGG CO SO,3,19,4,56,88,245,74,489,21369,2020,Gregg County
LONGVIEW PD,10,62,47,157,391,1731,173,2571,81751,2020,Gregg County
NAVASOTA PD,0,10,11,32,63,112,31,259,8104,2020,Grimes County
GRIMES CO SO,0,7,0,20,45,60,26,158,20941,2020,Grimes County
SEGUIN PD,0,16,10,45,108,509,59,747,30513,2020,Guadalupe County
SCHERTZ PD,0,11,7,43,75,347,38,521,43315,2020,Guadalupe County
MARION PD,0,1,0,0,4,0,0,5,1262,2020,Guadalupe County
GUADALUPE CO SO,0,40,6,40,106,289,47,528,47131,2020,Guadalupe County
CIBOLO PD,0,10,4,25,43,208,19,309,32777,2020,Guadalupe County
PETERSBURG PD,0,0,0,1,0,3,0,4,1124,2020,Hale County
PLAINVIEW PD,0,8,3,27,97,287,34,456,19926,2020,Hale County
ABERNATHY PD,1,0,1,1,3,5,3,14,2694,2020,Hale County
HALE CO SO (NR),0,2,1,9,21,28,1,62,7966,2020,Hale County
MEMPHIS PD,0,0,0,0,0,2,0,2,1983,2020,Hall County
HALL CO SO,0,0,0,0,3,3,1,7,803,2020,Hall County
HAMILTON CO SO,0,1,0,3,4,16,1,25,4010,2020,Hamilton County
HAMILTON PD,0,0,1,2,2,30,0,35,3005,2020,Hamilton County
SPEARMAN PD,0,1,0,9,4,5,2,21,3245,2020,Hansford County
HANSFORD CO SO,0,0,0,0,1,5,2,8,2114,2020,Hansford County
HARDEMAN CO SO,0,0,0,2,6,17,0,25,3227,2020,Hardeman County
CHILLICOTHE PD (NR),0,0,0,0,2,0,0,2,669,2020,Hardeman County
SOUR LAKE PD,0,0,0,10,6,10,4,30,1937,2020,Hardin County
KOUNTZE PD,0,0,2,4,13,21,5,45,2104,2020,Hardin County
LUMBERTON PD,0,5,0,13,11,109,23,161,13195,2020,Hardin County
SILSBEE PD,1,2,1,6,13,74,16,113,6613,2020,Hardin County
HARDIN CO SO,1,8,3,17,85,96,62,272,33878,2020,Hardin County
RICE UNIV PD,0,0,1,0,14,80,7,102,0,2020,Harris County
SPRING BRANCH ISD PD,0,1,1,1,4,27,1,35,0,2020,Harris County
PASADENA ISD PD,0,0,1,0,10,20,2,33,0,2020,Harris County
JACINTO CITY PD,0,1,10,4,23,246,48,332,10455,2020,Harris County
LA PORTE PD,0,14,12,55,64,323,55,523,35102,2020,Harris County
HOUSTON ISD PD,0,2,4,9,93,116,8,232,0,2020,Harris County
UNIV OF ST. THOMAS PD,0,0,1,1,0,9,2,13,0,2020,Harris County
PORT OF HOUSTON AUTH PD,0,0,0,1,0,7,1,9,0,2020,Harris County
UNIV OF HOUSTON PD,0,5,4,3,26,208,38,284,0,2020,Harris County
ALIEF ISD PD,0,0,1,9,7,35,2,54,0,2020,Harris County
TOMBALL PD,0,3,9,32,25,245,56,370,11901,2020,Harris County
JERSEY VILLAGE PD,0,2,7,8,60,152,52,281,7921,2020,Harris County
HOUSTON PD,414,1286,8745,19235,15869,67851,14923,128323,2346155,2020,Harris County
WEBSTER PD,0,7,26,38,89,614,89,863,11545,2020,Harris County
HOUSTON BAPTIST UNIV PD,0,0,0,1,5,5,0,11,0,2020,Harris County
HUMBLE PD,3,37,48,77,89,1051,203,1508,15901,2020,Harris County
KATY PD,0,11,12,24,50,611,62,770,22797,2020,Harris County
UNIV OF HOUSTON: CLEAR LAKE PD,0,1,0,0,0,11,0,12,0,2020,Harris County
HARRIS CO SO,125,1021,2078,5601,6598,30431,6851,52705,1965544,2020,Harris County
DEER PARK PD,0,14,8,25,63,467,43,620,33631,2020,Harris County
BAYTOWN PD,9,42,83,202,390,2110,421,3257,77823,2020,Harris County
BELLAIRE PD,0,2,13,11,36,215,10,287,19210,2020,Harris County
NASSAU BAY PD,1,2,3,11,32,56,11,116,3968,2020,Harris County
HEDWIG VILLAGE PD,0,0,2,3,3,150,10,168,2643,2020,Harris County
TEXAS SOUTHERN UNIV PD,0,2,1,3,11,72,8,97,0,2020,Harris County
HUMBLE ISD PD,1,0,0,1,5,38,0,45,0,2020,Harris County
WEST UNIVERSITY PLACE PD,0,0,5,0,22,115,9,151,15700,2020,Harris County
KLEIN ISD PD,0,3,0,3,3,64,0,73,0,2020,Harris County
UNIV OF  HOUSTON:  DOWNTOWN PD,0,0,0,0,0,3,0,3,0,2020,Harris County
HOUSTON METRO TRANSIT PD,0,0,3,3,0,48,2,56,0,2020,Harris County
MEMORIAL VILLAGES PD,0,0,2,1,7,66,6,82,12375,2020,Harris County
GALENA PARK PD,1,2,3,22,28,93,34,183,10740,2020,Harris County
SAN JACINTO COLLEGE PD,0,0,0,0,1,13,2,16,0,2020,Harris County
ALDINE ISD PD,0,0,2,1,8,37,0,48,0,2020,Harris County
PASADENA PD,8,80,160,617,422,2507,622,4416,151421,2020,Harris County
SEABROOK PD,0,21,3,24,33,146,30,257,14415,2020,Harris County
SOUTH HOUSTON PD,4,2,38,50,73,306,121,594,17485,2020,Harris County
SPRING VALLEY VILLAGE PD,0,0,0,1,2,65,14,82,4389,2020,Harris County
KATY ISD PD,0,6,2,3,1,119,0,131,0,2020,Harris County
HOUSTON COMM COLLEGE PD,0,0,0,1,4,46,4,55,0,2020,Harris County
SPRING ISD PD,0,2,0,3,5,20,0,30,0,2020,Harris County
LAKEVIEW PD,0,0,1,5,11,51,5,73,6231,2020,Harris County
LONE STAR COLLEGE PD,0,0,0,0,4,7,3,14,0,2020,Harris County
UNIV OF TX: HOUSTON  PD,0,2,1,3,7,236,13,262,0,2020,Harris County
SOUTHSIDE PLACE PD,0,0,0,3,0,11,0,14,1902,2020,Harris County
HARRISON CO SO,2,0,3,89,124,262,78,558,37311,2020,Harrison County
MARSHALL PD,3,9,15,88,121,345,34,615,22755,2020,Harrison County
HALLSVILLE ISD PD,0,0,0,1,0,0,0,1,0,2020,Harrison County
HALLSVILLE PD,0,0,0,1,6,8,1,16,4382,2020,Harrison County
HARTLEY CO SO,0,0,0,0,1,1,2,4,2905,2020,Hartley County
HASKELL PD,0,0,0,2,6,11,3,22,3136,2020,Haskell County
HASKELL CO SO,0,0,0,3,4,8,6,21,2445,2020,Haskell County
BUDA PD,0,5,9,24,31,229,19,317,18531,2020,Hays County
HAYS CO SO,6,26,9,90,154,567,62,914,101906,2020,Hays County
KYLE PD,1,38,8,44,49,475,47,662,51306,2020,Hays County
SAN MARCOS PD,3,99,33,155,261,1036,144,1731,67432,2020,Hays County
TX STATE UNIV: SAN MARCOS PD,0,1,0,2,15,33,4,55,0,2020,Hays County
HEMPHILL CO SO,0,6,0,1,2,8,0,17,3810,2020,Hemphill County
ATHENS PD,1,8,9,20,51,145,32,266,12757,2020,Henderson County
CHANDLER PD,0,0,1,1,8,20,0,30,3233,2020,Henderson County
BROWNSBORO ISD PD,0,1,1,0,0,0,0,2,0,2020,Henderson County
SEVEN POINTS PD,0,1,0,2,4,30,7,44,1532,2020,Henderson County
LOG CABIN PD,0,0,0,5,4,13,0,22,779,2020,Henderson County
GUN BARREL CITY PD,0,1,0,5,32,40,17,95,6269,2020,Henderson County
TRINITY VALLEY COMM. COLLEGE PD,0,0,0,0,1,4,0,5,0,2020,Henderson County
HENDERSON CO SO,2,58,1,69,221,158,57,566,52244,2020,Henderson County
TOOL PD,0,0,0,0,2,0,3,5,2310,2020,Henderson County
HIDALGO CO SO,15,112,70,291,671,1940,342,3441,256027,2020,Hidalgo County
PENITAS PD,0,1,1,14,13,51,2,82,4756,2020,Hidalgo County
MCALLEN ISD PD,0,0,0,0,1,0,0,1,0,2020,Hidalgo County
DONNA PD,1,17,22,135,80,430,36,721,16400,2020,Hidalgo County
SAN JUAN PD,1,15,15,111,84,616,39,881,37337,2020,Hidalgo County
ALAMO PD,6,18,6,83,101,595,45,854,20078,2020,Hidalgo County
MERCEDES PD,1,12,9,65,52,404,41,584,16699,2020,Hidalgo County
EDINBURG CISD PD,0,0,0,2,6,29,1,38,0,2020,Hidalgo County
PALMVIEW PD,1,10,6,93,61,207,11,389,5806,2020,Hidalgo County
HIDALGO PD,0,5,2,23,30,102,13,175,14370,2020,Hidalgo County
MISSION PD,1,27,14,90,133,1096,75,1436,85052,2020,Hidalgo County
ELSA PD,0,0,5,13,23,191,1,233,7274,2020,Hidalgo County
PHARR PD,0,58,26,227,200,983,72,1566,80098,2020,Hidalgo County
UNIV OF TX: RIO GRANDE VALLEY PD,0,1,0,0,1,26,1,29,0,2020,Hidalgo County
LA JOYA PD,0,1,0,16,4,21,0,42,4326,2020,Hidalgo County
WESLACO PD,1,28,28,79,142,1170,38,1486,42184,2020,Hidalgo County
ALTON PD,2,5,8,89,34,145,16,299,18632,2020,Hidalgo County
PALMHURST PD,0,0,0,1,3,92,0,96,2753,2020,Hidalgo County
EDINBURG PD,6,79,36,204,281,1966,63,2635,103491,2020,Hidalgo County
MCALLEN PD,3,43,23,54,139,2603,49,2914,144569,2020,Hidalgo County
HILL CO SO,0,9,1,23,75,166,24,298,22898,2020,Hill County
HILLSBORO PD,1,4,2,4,14,142,13,180,8480,2020,Hill County
ITASCA PD,0,0,0,1,4,1,0,6,1743,2020,Hill County
WHITNEY PD,0,0,1,5,17,26,4,53,2170,2020,Hill County
HOCKLEY CO SO,0,1,1,11,38,51,14,116,9459,2020,Hockley County
SOUTH PLAINS COLLEGE PD,0,1,0,1,0,8,1,11,0,2020,Hockley County
LEVELLAND PD,2,17,6,102,121,217,46,511,13502,2020,Hockley County
GRANBURY PD,1,3,1,9,28,440,19,501,11080,2020,Hood County
HOOD CO SO,2,14,0,59,82,247,30,434,50579,2020,Hood County
HOPKINS CO SO,2,8,1,19,15,38,20,103,20050,2020,Hopkins County
SULPHUR SPRINGS PD,3,9,6,21,22,114,36,211,16322,2020,Hopkins County
CUMBY PD (NR),0,0,0,0,0,0,0,0,800,2020,Hopkins County
CROCKETT PD,0,1,3,21,27,126,11,189,6327,2020,Houston County
HOUSTON CO SO,0,1,0,7,41,43,2,94,15049,2020,Houston County
GRAPELAND PD,0,0,0,0,1,0,0,1,1437,2020,Houston County
HOWARD CO SO,0,3,2,25,48,142,33,253,8438,2020,Howard County
BIG SPRING PD,2,8,11,122,140,560,110,953,28294,2020,Howard County
HUDSPETH CO SO,0,1,0,1,5,6,4,17,5068,2020,Hudspeth County
CADDO MILLS PD,0,0,0,9,3,8,6,26,1739,2020,Hunt County
HUNT CO SO,1,24,6,304,106,283,120,844,52864,2020,Hunt County
TX A&M UNIV: COMMERCE PD,0,3,0,1,3,31,0,38,0,2020,Hunt County
COMMERCE PD,0,3,6,21,19,78,11,138,9876,2020,Hunt County
GREENVILLE PD,1,15,21,25,56,386,51,555,29209,2020,Hunt County
